 -0.022251  0.055763  0.055763  0.055763 -0.625296  0.383760  0.066851  0.104884
  0.586236 -0.545989 -0.287822  0.085575  0.085575  0.085575 -0.063558  0.089366
  0.089366 -0.314925 -0.204835  0.198082 -0.089961  0.136383  0.201925 -0.145721
 -0.088357  0.135978  0.020711  0.745967 -0.445180 -0.445180  0.556099 -0.424077
 -0.320641  0.250829  0.203572 -0.285186  0.134097  0.268610  0.081194 -0.567660
  0.268610  0.081194 -0.285186  0.134097 -0.022251  0.055763  0.055763  0.055763
 -0.625296  0.383760  0.066851  0.104884  0.586236 -0.545989 -0.287822  0.085575
  0.085575  0.085575 -0.063558  0.089366  0.089366 -0.314925 -0.204835  0.198082
 -0.089961  0.136383  0.201925 -0.145721 -0.088357  0.135978  0.020711  0.745967
 -0.445180 -0.445180  0.556099 -0.424077 -0.320641  0.250829  0.203572 -0.285186
  0.134097  0.268610  0.081194 -0.567660  0.268610  0.081194 -0.285186  0.134097
